isogroup46535_g1	Membrane progestin receptor gamma-B OS=Danio rerio GN=paqr5b PE=2 SV=1 E(blastx)=1e-37
isogroup9421_g1	ADAMTS-like protein 1 OS=Homo sapiens GN=ADAMTSL1 PE=1 SV=4 E(blastx)=5e-34
isogroup20657_g1	Neuropeptide FF receptor 1 OS=Rattus norvegicus GN=Npffr1 PE=1 SV=1 E(blastx)=2e-24
isogroup165273_g1	Lipopolysaccharide cholinephosphotransferase LicD OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) GN=licD PE=3 SV=2 E(blastx)=2e-09
isogroup56687_g3	Macrophage mannose receptor 1 OS=Mus musculus GN=Mrc1 PE=1 SV=2 E(blastx)=6e-07
isogroup28270_g1	Protein O-mannose kinase OS=Gallus gallus GN=POMK PE=2 SV=1 E(blastx)=4e-82
isogroup57147_g3	Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens GN=CDC42BPA PE=1 SV=1 E(blastx)=1e-32
isogroup90316_g1	Acid-sensing ion channel 4 OS=Danio rerio GN=asic4 PE=2 SV=1 E(blastx)=1e-22
isogroup48269_g1	Protein dispatched homolog 3 OS=Gallus gallus GN=DISP3 PE=1 SV=1 E(blastx)=2e-23
isogroup57089_g2	Arylsulfatase B OS=Mus musculus GN=Arsb PE=1 SV=3 E(blastx)=1e-145
isogroup53676_g1	Mediator of RNA polymerase II transcription subunit 34 OS=Arabidopsis thaliana GN=MED34 PE=1 SV=1 E(blastx)=9e-19
isogroup54832_g1	Collagen alpha-1(XII) chain OS=Gallus gallus GN=COL12A1 PE=1 SV=3 E(blastx)=4e-10
isogroup59812_g1	Protein zer-1 homolog OS=Homo sapiens GN=ZER1 PE=1 SV=1 E(blastx)=9e-106
isogroup53768_g1	Protein BMH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BMH2 PE=1 SV=3 E(blastx)=7e-89
isogroup7081_g1	Transient receptor potential cation channel subfamily M member 6 OS=Mus musculus GN=Trpm6 PE=2 SV=1 E(blastx)=6e-06
isogroup29938_g1	Galactokinase OS=Homo sapiens GN=GALK1 PE=1 SV=1 E(blastx)=1e-155
isogroup10165_g1	Hsp70-Hsp90 organizing protein 3 OS=Arabidopsis thaliana GN=HOP3 PE=2 SV=1 E(blastx)=3e-10
isogroup58828_g1	PAX3- and PAX7-binding protein 1 OS=Homo sapiens GN=PAXBP1 PE=1 SV=2 E(blastx)=9e-157
isogroup62159_g5	Substance-K receptor OS=Cavia porcellus GN=TACR2 PE=2 SV=1 E(blastx)=8e-31
isogroup60677_g1	F-box/LRR-repeat protein 18 OS=Homo sapiens GN=FBXL18 PE=1 SV=2 E(blastx)=3e-08
isogroup60908_g6	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=5e-09
isogroup59374_g1	Histone-lysine N-methyltransferase setd3 OS=Gallus gallus GN=SETD3 PE=2 SV=1 E(blastx)=6e-134
isogroup59960_g4	Resact receptor OS=Arbacia punctulata PE=1 SV=1 E(blastx)=4e-37
isogroup12064_g1	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 5 OS=Arabidopsis thaliana GN=LSH5 PE=1 SV=1 E(blastx)=3e-11
isogroup26667_g1	26S proteasome non-ATPase regulatory subunit 10 OS=Dictyostelium discoideum GN=psmD10 PE=2 SV=1 E(blastx)=6e-19
isogroup57496_g2	Limb region 1 protein homolog OS=Xenopus tropicalis GN=lmbr1 PE=2 SV=1 E(blastx)=5e-139
isogroup16172_g1	Centrobin OS=Mus musculus GN=Cntrob PE=2 SV=2 E(blastx)=1e-24
isogroup53649_g1	Collagen triple helix repeat-containing protein 1 OS=Rattus norvegicus GN=Cthrc1 PE=1 SV=1 E(blastx)=2e-37
isogroup60312_g1	Rac guanine nucleotide exchange factor JJ OS=Dictyostelium discoideum GN=gxcJJ PE=1 SV=1 E(blastx)=2e-20
isogroup61774_g1	NFX1-type zinc finger-containing protein 1 OS=Mus musculus GN=Znfx1 PE=1 SV=3 E(blastx)=2e-59
isogroup31100_g1	Protein FAM76A OS=Gallus gallus GN=FAM76A PE=2 SV=1 E(blastx)=2e-56
isogroup52253_g3	Transient receptor potential cation channel subfamily A member 1 OS=Drosophila melanogaster GN=TrpA1 PE=2 SV=4 E(blastx)=8e-21
isogroup60204_g4	Leucine-rich repeat-containing protein 34 OS=Mus musculus GN=Lrrc34 PE=1 SV=1 E(blastx)=2e-86
isogroup89470_g1	Pol polyprotein OS=Simian retrovirus SRV-1 GN=pol PE=3 SV=1 E(blastx)=3e-12
isogroup54714_g1	Protein-L-isoaspartate O-methyltransferase domain-containing protein 1 OS=Mus musculus GN=Pcmtd1 PE=1 SV=1 E(blastx)=2e-95
isogroup44371_g1	Neuroligin-2 OS=Homo sapiens GN=NLGN2 PE=1 SV=1 E(blastx)=9e-14
isogroup59580_g3	Ras-related protein RabC OS=Dictyostelium discoideum GN=rabC PE=2 SV=2 E(blastx)=5e-15
isogroup56518_g1	40S ribosomal protein S3 OS=Rattus norvegicus GN=Rps3 PE=1 SV=1 E(blastx)=1e-149
isogroup58096_g4	Hemicentin-2 OS=Homo sapiens GN=HMCN2 PE=2 SV=3 E(blastx)=2e-21
isogroup1801_g1	Adenylosuccinate lyase OS=Mus musculus GN=Adsl PE=1 SV=2 E(blastx)=2e-27
isogroup61917_g2	FAD-dependent oxidoreductase domain-containing protein 1 OS=Xenopus laevis GN=foxred1 PE=2 SV=1 E(blastx)=2e-117
isogroup55598_g2	Myosin-binding protein C, fast-type OS=Mus musculus GN=Mybpc2 PE=1 SV=1 E(blastx)=4e-11
isogroup55404_g1	Lipoma HMGIC fusion partner OS=Homo sapiens GN=LHFP PE=2 SV=1 E(blastx)=5e-07
isogroup28576_g1	Histamine H2 receptor OS=Mus musculus GN=Hrh2 PE=2 SV=2 E(blastx)=3e-19
isogroup60585_g3	Tripartite motif-containing protein 3 OS=Homo sapiens GN=TRIM3 PE=1 SV=2 E(blastx)=2e-33
isogroup613_g1	Growth/differentiation factor 8 OS=Vulpes vulpes GN=MSTN PE=2 SV=1 E(blastx)=3e-13
isogroup56931_g3	GRB2-associated and regulator of MAPK protein OS=Xenopus laevis GN=garem1 PE=2 SV=1 E(blastx)=4e-07
isogroup186360_g1	Serine/threonine-protein phosphatase Pgam5, mitochondrial OS=Caenorhabditis briggsae GN=pgam-5 PE=3 SV=2 E(blastx)=9e-40
isogroup27556_g1	Adiponectin receptor protein 2 OS=Homo sapiens GN=ADIPOR2 PE=1 SV=1 E(blastx)=2e-17
isogroup62498_g1	DmX-like protein 1 OS=Mus musculus GN=Dmxl1 PE=1 SV=1 E(blastx)=1e-177
isogroup57961_g2	Leucine-rich repeat serine/threonine-protein kinase 2 OS=Homo sapiens GN=LRRK2 PE=1 SV=2 E(blastx)=2e-06
isogroup135880_g1	Putative L-cysteine desulfhydrase 1 OS=Oryza sativa subsp. japonica GN=Os01g0290100 PE=2 SV=1 E(blastx)=3e-16
isogroup60168_g1	Deleted in malignant brain tumors 1 protein OS=Homo sapiens GN=DMBT1 PE=1 SV=2 E(blastx)=9e-61
isogroup50778_g2	Fukutin-related protein OS=Homo sapiens GN=FKRP PE=1 SV=1 E(blastx)=2e-05
isogroup31012_g1	RING finger protein nhl-1 OS=Caenorhabditis elegans GN=nhl-1 PE=1 SV=2 E(blastx)=3e-37
isogroup60744_g1	Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Bos taurus GN=ISCA2 PE=2 SV=1 E(blastx)=3e-36
isogroup60543_g2	Mediator of RNA polymerase II transcription subunit 25 OS=Xenopus tropicalis GN=med25 PE=2 SV=1 E(blastx)=1e-58
isogroup45762_g1	TATA box-binding protein-associated factor RNA polymerase I subunit A OS=Rattus norvegicus GN=Taf1a PE=1 SV=1 E(blastx)=2e-35
isogroup64538_g1	Elongation factor 1-gamma-B OS=Xenopus laevis GN=eef1g-b PE=2 SV=1 E(blastx)=8e-81
isogroup60591_g1	Kinesin-like protein KIF18A OS=Homo sapiens GN=KIF18A PE=1 SV=2 E(blastx)=8e-107
isogroup55735_g1	A-kinase anchor protein 14 OS=Rattus norvegicus GN=Akap14 PE=2 SV=1 E(blastx)=7e-32
isogroup49056_g1	Mammalian ependymin-related protein 1 OS=Bos taurus GN=EPDR1 PE=2 SV=1 E(blastx)=3e-19
isogroup58201_g3	Pogo transposable element with KRAB domain OS=Homo sapiens GN=POGK PE=1 SV=2 E(blastx)=1e-18
isogroup147596_g1	Leucine-rich repeat-containing protein 51 OS=Bos taurus GN=LRRC51 PE=2 SV=1 E(blastx)=5e-33
isogroup46006_g1	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3 OS=Rattus norvegicus GN=Gcnt3 PE=1 SV=1 E(blastx)=6e-61
isogroup42229_g1	Galactose-3-O-sulfotransferase 3 OS=Mus musculus GN=Gal3st3 PE=2 SV=1 E(blastx)=8e-47
isogroup53780_g1	Ankyrin-3 OS=Mus musculus GN=Ank3 PE=1 SV=1 E(blastx)=8e-25
isogroup58340_g3	Protein RUFY3 OS=Mus musculus GN=Rufy3 PE=1 SV=1 E(blastx)=2e-05
isogroup55111_g1	Carbonic anhydrase 2 OS=Tribolodon hakonensis GN=ca2 PE=2 SV=3 E(blastx)=4e-61
isogroup74647_g1	Beta-galactosidase OS=Felis catus GN=GLB1 PE=2 SV=1 E(blastx)=8e-15
isogroup51184_g2	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus GN=Dzip3 PE=1 SV=2 E(blastx)=1e-12
isogroup27816_g1	Chromatin modification-related protein MEAF6 OS=Bos taurus GN=MEAF6 PE=2 SV=2 E(blastx)=2e-48
isogroup49287_g1	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial OS=Mus musculus GN=Pdk2 PE=1 SV=2 E(blastx)=3e-125
isogroup58247_g1	TNF receptor-associated factor 3 OS=Mus musculus GN=Traf3 PE=1 SV=2 E(blastx)=9e-73
isogroup38858_g2	Monocarboxylate transporter 10 OS=Rattus norvegicus GN=Slc16a10 PE=1 SV=1 E(blastx)=1e-12
isogroup61991_g6	Arpin OS=Xenopus laevis GN=arpin PE=2 SV=1 E(blastx)=4e-39
isogroup62265_g2	Epoxide hydrolase 1 OS=Homo sapiens GN=EPHX1 PE=1 SV=1 E(blastx)=5e-129
isogroup61599_g2	5'-3' exoribonuclease 2 OS=Gallus gallus GN=XRN2 PE=2 SV=1 E(blastx)=4e-06
isogroup28612_g1	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1 E(blastx)=2e-10
isogroup91051_g1	Dynein heavy chain 8, axonemal OS=Mus musculus GN=Dnah8 PE=1 SV=2 E(blastx)=1e-85
isogroup61544_g2	G-protein coupled receptor moody OS=Drosophila melanogaster GN=moody PE=2 SV=2 E(blastx)=2e-05
isogroup51615_g1	Tumor necrosis factor ligand superfamily member 14 OS=Homo sapiens GN=TNFSF14 PE=1 SV=2 E(blastx)=2e-05
isogroup23911_g1	Polycystic kidney disease protein 1-like 2 OS=Mus musculus GN=Pkd1l2 PE=2 SV=1 E(blastx)=3e-23
isogroup26766_g2	Neurogenic locus notch homolog protein 3 OS=Homo sapiens GN=NOTCH3 PE=1 SV=2 E(blastx)=5e-09
isogroup57750_g1	Angiogenic factor with G patch and FHA domains 1 OS=Mus musculus GN=Aggf1 PE=2 SV=1 E(blastx)=1e-58
isogroup62992_g1	Stimulated by retinoic acid gene 6 protein homolog OS=Bos taurus GN=STRA6 PE=1 SV=1 E(blastx)=6e-24
isogroup57251_g1	Protein crossbronx homolog OS=Aedes aegypti GN=AAEL000265 PE=3 SV=1 E(blastx)=1e-27
isogroup51876_g1	Cubilin OS=Mus musculus GN=Cubn PE=1 SV=3 E(blastx)=1e-15
isogroup47022_g1	Zinc finger protein 862 OS=Homo sapiens GN=ZNF862 PE=2 SV=2 E(blastx)=9e-64
isogroup26695_g1	Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3 E(blastx)=3e-103
isogroup34932_g1	Acyl-coenzyme A oxidase 2, peroxisomal OS=Arabidopsis thaliana GN=ACX2 PE=1 SV=2 E(blastx)=3e-91
isogroup62905_g1	Uromodulin-like 1 OS=Homo sapiens GN=UMODL1 PE=2 SV=2 E(blastx)=3e-09
isogroup6273_g1	DNA replication ATP-dependent helicase/nuclease DNA2 OS=Gallus gallus GN=DNA2 PE=2 SV=2 E(blastx)=2e-28
isogroup86657_g1	Furin OS=Bos taurus GN=FURIN PE=1 SV=1 E(blastx)=1e-86
isogroup61949_g1	Ataxin-7-like protein 3 OS=Danio rerio GN=atxn7l3 PE=2 SV=1 E(blastx)=1e-51
isogroup57579_g1	Bromodomain-containing protein 2 OS=Bos taurus GN=BRD2 PE=3 SV=1 E(blastx)=2e-117
isogroup52109_g1	Kinetochore-associated protein 1 OS=Homo sapiens GN=KNTC1 PE=1 SV=1 E(blastx)=9e-59
isogroup60314_g1	Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens GN=EPS15L1 PE=1 SV=1 E(blastx)=8e-176
isogroup43591_g1	Nibrin OS=Homo sapiens GN=NBN PE=1 SV=1 E(blastx)=6e-59
isogroup54792_g2	Pinin OS=Pongo abelii GN=PNN PE=2 SV=1 E(blastx)=7e-48
isogroup56281_g1	ATPase family AAA domain-containing protein 1-B OS=Danio rerio GN=atad1b PE=2 SV=2 E(blastx)=6e-152
isogroup7321_g1	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2 E(blastx)=2e-24
isogroup38759_g1	Arrestin domain-containing protein 3 OS=Rattus norvegicus GN=Arrdc3 PE=2 SV=1 E(blastx)=2e-38
isogroup48774_g1	Octopamine receptor 1 OS=Lymnaea stagnalis PE=1 SV=1 E(blastx)=2e-13
isogroup60469_g2	Diacylglycerol kinase theta OS=Mus musculus GN=Dgkq PE=1 SV=1 E(blastx)=7e-70
isogroup58040_g2	Probable RNA-directed DNA polymerase from transposon BS OS=Drosophila melanogaster GN=RTase PE=2 SV=1 E(blastx)=6e-43
isogroup62746_g1	DnaJ homolog subfamily C GRV2 OS=Arabidopsis thaliana GN=GRV2 PE=1 SV=1 E(blastx)=4e-146
isogroup63038_g1	Regulator of G-protein signaling 19 OS=Rattus norvegicus GN=Rgs19 PE=1 SV=1 E(blastx)=1e-15
isogroup51589_g1	Putative nuclease HARBI1 OS=Homo sapiens GN=HARBI1 PE=1 SV=1 E(blastx)=1e-17
isogroup57462_g1	WD repeat-containing protein 89 OS=Mus musculus GN=Wdr89 PE=2 SV=1 E(blastx)=5e-45
isogroup55784_g1	Probable 28S rRNA (cytosine-C(5))-methyltransferase OS=Homo sapiens GN=NSUN5 PE=1 SV=2 E(blastx)=3e-50
isogroup58396_g2	DENN domain-containing protein 3 OS=Mus musculus GN=Dennd3 PE=1 SV=2 E(blastx)=8e-111
isogroup5028_g1	Nuclear pore complex protein Nup98-Nup96 OS=Mus musculus GN=Nup98 PE=1 SV=2 E(blastx)=2e-13
isogroup62289_g1	Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=1 SV=2 E(blastx)=2e-33
isogroup59447_g1	Rhodopsin, GQ-coupled OS=Mizuhopecten yessoensis GN=SCOP1 PE=1 SV=1 E(blastx)=8e-28
isogroup51101_g1	Kelch-like protein 3 OS=Danio rerio GN=klhl3 PE=3 SV=1 E(blastx)=2e-22
isogroup56992_g1	Mitochondrial uncoupling protein 2 OS=Rattus norvegicus GN=Ucp2 PE=2 SV=1 E(blastx)=5e-101
isogroup48738_g1	Protein TTE1956 OS=Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) GN=TTE1956 PE=3 SV=1 E(blastx)=2e-05
isogroup161317_g1	Ring canal kelch homolog OS=Anopheles stephensi GN=kel PE=2 SV=2 E(blastx)=4e-34
isogroup61779_g6	Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Mus musculus GN=Magi2 PE=1 SV=2 E(blastx)=1e-170
isogroup55397_g1	Protein NLRC3 OS=Homo sapiens GN=NLRC3 PE=2 SV=2 E(blastx)=1e-26
isogroup57493_g1	Probable DNA polymerase OS=Neurospora intermedia PE=3 SV=1 E(blastx)=5e-09
isogroup36426_g1	Ankyrin repeat and protein kinase domain-containing protein 1 OS=Homo sapiens GN=ANKK1 PE=2 SV=1 E(blastx)=1e-17
isogroup62027_g2	Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4 E(blastx)=5e-90
isogroup58937_g2	Collagen-like protein 4 OS=Acanthamoeba polyphaga mimivirus GN=MIMI_R240 PE=4 SV=1 E(blastx)=5e-22
isogroup61196_g2	Thioredoxin domain-containing protein 17 OS=Homo sapiens GN=TXNDC17 PE=1 SV=1 E(blastx)=5e-26
isogroup53232_g1	FGFR1 oncogene partner OS=Homo sapiens GN=FGFR1OP PE=1 SV=1 E(blastx)=3e-42
isogroup69604_g1	Probable serine/threonine-protein kinase roco6 OS=Dictyostelium discoideum GN=roco6 PE=3 SV=1 E(blastx)=5e-05
isogroup46679_g1	Plexin domain-containing protein 1 OS=Mus musculus GN=Plxdc1 PE=1 SV=2 E(blastx)=6e-58
isogroup136874_g1	Retrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster GN=pol PE=3 SV=1 E(blastx)=4e-13
isogroup6707_g1	Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4 E(blastx)=3e-28
isogroup136896_g1	Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2 E(blastx)=6e-119
isogroup138206_g1	Ubiquitin-like protein-NEDD8-like protein RUB3 OS=Oryza sativa subsp. japonica GN=RUB3 PE=3 SV=2 E(blastx)=6e-08
isogroup61608_g7	Apoptosis-inducing factor 2 OS=Mus musculus GN=Aifm2 PE=1 SV=1 E(blastx)=2e-68
isogroup112208_g1	ATP synthase subunit gamma, mitochondrial OS=Bos taurus GN=ATP5C1 PE=1 SV=3 E(blastx)=7e-114
isogroup61341_g2	Anion exchange protein 2 OS=Cavia porcellus GN=SLC4A2 PE=2 SV=1 E(blastx)=1e-180
isogroup53852_g1	Isochorismatase domain-containing protein 2 OS=Xenopus laevis GN=isoc2 PE=2 SV=1 E(blastx)=6e-71
isogroup57563_g2	Vesicle transport through interaction with t-SNAREs homolog 1B OS=Rattus norvegicus GN=Vti1b PE=1 SV=2 E(blastx)=1e-39
isogroup62213_g1	Tumor protein p73 OS=Mus musculus GN=Tp73 PE=1 SV=1 E(blastx)=8e-55
isogroup55837_g1	Coronin-7 OS=Bos taurus GN=CORO7 PE=2 SV=1 E(blastx)=3e-168
isogroup64995_g1	Major facilitator superfamily domain-containing protein 12 OS=Homo sapiens GN=MFSD12 PE=1 SV=2 E(blastx)=2e-43
isogroup62736_g1	Sorbin and SH3 domain-containing protein 1 OS=Homo sapiens GN=SORBS1 PE=1 SV=3 E(blastx)=1e-08
isogroup61292_g1	Ankyrin-2 OS=Homo sapiens GN=ANK2 PE=1 SV=4 E(blastx)=3e-137
isogroup60807_g1	Structure-specific endonuclease subunit SLX4 OS=Mus musculus GN=Slx4 PE=1 SV=1 E(blastx)=5e-20
isogroup51724_g1	Integrin alpha-6 OS=Homo sapiens GN=ITGA6 PE=1 SV=5 E(blastx)=1e-64
isogroup67590_g1	Probable RNA-directed DNA polymerase from transposon X-element OS=Drosophila melanogaster GN=X-element\ORF2 PE=3 SV=1 E(blastx)=1e-08
isogroup61496_g1	Mucin-4 OS=Homo sapiens GN=MUC4 PE=1 SV=4 E(blastx)=4e-56
isogroup55696_g1	Fibronectin type III domain-containing protein OS=Acropora millepora PE=1 SV=1 E(blastx)=2e-11
isogroup57607_g1	Cytoplasmic polyadenylation element-binding protein 1 OS=Pongo abelii GN=CPEB1 PE=2 SV=1 E(blastx)=1e-125
isogroup55331_g1	Guanylate-binding protein 6 OS=Pongo abelii GN=GBP6 PE=2 SV=1 E(blastx)=5e-11
isogroup61920_g1	Protein Shroom4 OS=Mus musculus GN=Shroom4 PE=1 SV=1 E(blastx)=2e-13
isogroup44516_g1	Tenascin-X OS=Homo sapiens GN=TNXB PE=1 SV=4 E(blastx)=2e-15
isogroup87712_g1	CCR4-NOT transcription complex subunit 3 OS=Mus musculus GN=Cnot3 PE=1 SV=1 E(blastx)=3e-35
isogroup66638_g1	Tyrosine-protein kinase transmembrane receptor ROR2 OS=Mus musculus GN=Ror2 PE=1 SV=2 E(blastx)=2e-21
isogroup30227_g1	Extracellular matrix protein FRAS1 OS=Homo sapiens GN=FRAS1 PE=1 SV=2 E(blastx)=2e-18
isogroup60576_g3	U3 small nucleolar RNA-associated protein 18 homolog OS=Homo sapiens GN=UTP18 PE=1 SV=3 E(blastx)=3e-112
isogroup49061_g1	Carnitine O-palmitoyltransferase 2, mitochondrial OS=Macaca fascicularis GN=CPT2 PE=2 SV=1 E(blastx)=5e-178
isogroup15000_g1	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE OS=Photorhabdus luminescens subsp. laumondii (strain DSM 15139 / CIP 105565 / TT01) GN=ubiE PE=3 SV=1 E(blastx)=5e-11
isogroup59299_g1	High affinity copper uptake protein 1 OS=Mus musculus GN=Slc31a1 PE=2 SV=1 E(blastx)=2e-13
isogroup53684_g2	Protein shifted OS=Drosophila melanogaster GN=shf PE=1 SV=2 E(blastx)=1e-23
isogroup54270_g1	Ankyrin repeat domain-containing protein 42 OS=Mus musculus GN=Ankrd42 PE=2 SV=1 E(blastx)=1e-145
isogroup61732_g2	Poly [ADP-ribose] polymerase 14 OS=Homo sapiens GN=PARP14 PE=1 SV=3 E(blastx)=3e-84
isogroup65591_g1	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus GN=Dzip3 PE=1 SV=2 E(blastx)=4e-15
isogroup38066_g1	Condensin complex subunit 1 OS=Xenopus laevis GN=ncapd2 PE=1 SV=1 E(blastx)=3e-105
isogroup56113_g2	DNA-binding death effector domain-containing protein 2 OS=Mus musculus GN=Dedd2 PE=2 SV=1 E(blastx)=1e-05
isogroup51287_g1	Retrovirus-related Pol polyprotein from transposon opus OS=Drosophila melanogaster GN=pol PE=3 SV=1 E(blastx)=5e-06
isogroup136922_g1	Ketohexokinase OS=Pongo abelii GN=KHK PE=3 SV=1 E(blastx)=9e-09
isogroup52282_g1	Disrupted in renal carcinoma protein 2 homolog OS=Xenopus laevis GN=dirc2 PE=2 SV=1 E(blastx)=2e-87
isogroup38867_g1	Guanine nucleotide exchange factor MSS4 OS=Mus musculus GN=Rabif PE=1 SV=1 E(blastx)=2e-37
isogroup52440_g1	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial (Fragment) OS=Takifugu rubripes GN=dlst PE=3 SV=1 E(blastx)=1e-153
isogroup54478_g1	Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Mus musculus GN=Zzef1 PE=1 SV=2 E(blastx)=1e-25
isogroup61795_g5	RING finger protein 219 OS=Mus musculus GN=Rnf219 PE=1 SV=2 E(blastx)=1e-50
isogroup56581_g1	Suppressor of fused homolog OS=Homo sapiens GN=SUFU PE=1 SV=2 E(blastx)=6e-161
isogroup61377_g1	Zinc finger FYVE domain-containing protein 26 OS=Homo sapiens GN=ZFYVE26 PE=1 SV=3 E(blastx)=2e-160
isogroup58889_g1	Equistatin OS=Actinia equina PE=1 SV=1 E(blastx)=6e-15
isogroup61497_g1	Spectrin alpha chain OS=Drosophila melanogaster GN=alpha-Spec PE=1 SV=2 E(blastx)=4e-122
isogroup57327_g1	Gag-Pro-Pol polyprotein OS=Human T-cell leukemia virus 3 (strain 2026ND) GN=gag-pro-pol PE=3 SV=3 E(blastx)=8e-08
isogroup56237_g1	Histone-lysine N-methyltransferase 2C OS=Homo sapiens GN=KMT2C PE=1 SV=3 E(blastx)=8e-51
isogroup56297_g1	Serine/threonine-protein kinase/endoribonuclease IRE1 OS=Mus musculus GN=Ern1 PE=1 SV=1 E(blastx)=4e-172
isogroup58958_g1	Ectodysplasin-A OS=Homo sapiens GN=EDA PE=1 SV=2 E(blastx)=3e-05
isogroup94486_g1	UDP-N-acetylglucosamine transferase subunit ALG14 homolog OS=Mus musculus GN=Alg14 PE=1 SV=1 E(blastx)=1e-31
isogroup16827_g2	Protein STRUBBELIG-RECEPTOR FAMILY 5 OS=Arabidopsis thaliana GN=SRF5 PE=2 SV=1 E(blastx)=4e-07
isogroup39123_g1	Sodium channel protein 60E OS=Drosophila melanogaster GN=NaCP60E PE=2 SV=5 E(blastx)=7e-52
isogroup51863_g1	Kelch-like protein 20 OS=Rattus norvegicus GN=Klhl20 PE=3 SV=1 E(blastx)=6e-108
isogroup57952_g1	Asparagine--tRNA ligase, cytoplasmic OS=Bos taurus GN=NARS PE=2 SV=3 E(blastx)=4e-111
isogroup39040_g1	TNF receptor-associated factor 6 OS=Bos taurus GN=TRAF6 PE=2 SV=1 E(blastx)=4e-42
isogroup55416_g1	Tether containing UBX domain for GLUT4 OS=Homo sapiens GN=ASPSCR1 PE=1 SV=1 E(blastx)=2e-66
isogroup53604_g1	NIF3-like protein 1 OS=Bos taurus GN=NIF3L1 PE=2 SV=1 E(blastx)=5e-107
isogroup58838_g4	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3 OS=Mus musculus GN=Kctd10 PE=1 SV=1 E(blastx)=1e-06
isogroup36955_g1	Contactin-5 OS=Mus musculus GN=Cntn5 PE=1 SV=2 E(blastx)=2e-13
isogroup59372_g2	Voltage-dependent calcium channel subunit alpha-2/delta-3 OS=Rattus norvegicus GN=Cacna2d3 PE=1 SV=1 E(blastx)=5e-49
isogroup51293_g1	60S acidic ribosomal protein P0 OS=Rana sylvatica GN=RPLP0 PE=2 SV=1 E(blastx)=1e-134
isogroup61216_g2	Nuclear factor of activated T-cells 5 OS=Rattus norvegicus GN=Nfat5 PE=1 SV=1 E(blastx)=2e-19
isogroup32504_g1	Small ubiquitin-related modifier 1 OS=Gallus gallus GN=SUMO1 PE=3 SV=1 E(blastx)=3e-33
isogroup25684_g1	Leucine-rich repeat-containing protein 27 OS=Mus musculus GN=Lrrc27 PE=2 SV=1 E(blastx)=4e-25
isogroup44016_g1	Titin OS=Mus musculus GN=Ttn PE=1 SV=1 E(blastx)=7e-11
isogroup15338_g2	Neuropeptide SIFamide receptor OS=Drosophila melanogaster GN=SIFaR PE=2 SV=2 E(blastx)=2e-05
isogroup61383_g1	Probable Werner syndrome ATP-dependent helicase homolog 1 OS=Caenorhabditis elegans GN=wrn-1 PE=3 SV=2 E(blastx)=7e-150
isogroup186192_g1	t-SNARE domain-containing protein 1 OS=Homo sapiens GN=TSNARE1 PE=1 SV=2 E(blastx)=4e-08
isogroup13002_g1	Centromere protein U OS=Mus musculus GN=Cenpu PE=1 SV=2 E(blastx)=9e-12
isogroup58460_g6	Guanylate-binding protein 7 OS=Homo sapiens GN=GBP7 PE=2 SV=2 E(blastx)=8e-40
isogroup41822_g1	Fork head domain-containing protein FD2 OS=Drosophila melanogaster GN=fd64A PE=2 SV=2 E(blastx)=1e-19
isogroup57634_g1	Ras association domain-containing protein 8 OS=Homo sapiens GN=RASSF8 PE=1 SV=2 E(blastx)=8e-18
isogroup179711_g1	Protein mab-21 OS=Anopheles gambiae GN=mab-21 PE=3 SV=3 E(blastx)=1e-11
isogroup55609_g1	Poly(A)-specific ribonuclease PARN OS=Homo sapiens GN=PARN PE=1 SV=1 E(blastx)=1e-158
isogroup62855_g1	Fibrillin-1 OS=Bos taurus GN=FBN1 PE=1 SV=2 E(blastx)=9e-20
